,utt,관광지 추천,날씨 묻기,맛집 추천,숙소 추천,인사,카페 추천,활동 추천
3323,혹시 부산 놀만한 것 추천해줘,0,0,0,0,0,0,1
2246,혹시 부산 분위기 있는 숙소,0,0,0,1,0,0,0
2807,부산 아 친절한 곳 추천해주세요,0,0,1,0,0,0,0
408,부산 혹시 액티비티 부탁드려요,0,0,0,0,0,0,1
142,부산 날씨 아 부탁할게,0,1,0,0,0,0,0
22,부산 관광지 알려줄 수 있나요?,1,0,0,0,0,0,0
2252,부산 흠 주차공간이 넓은 숙소,0,0,0,1,0,0,0
1770,부산 친구랑 놀기 좋은 곳 음 부탁해,1,0,0,0,0,0,0
1005,부산 어 감성적인 곳 알려줘,0,0,1,0,0,0,0
641,부산 주차공간이 넓은 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
2345,부산 유명한 숙소 어 부탁해,0,0,0,1,0,0,0
1343,부산 흠 추위 부탁해,0,1,0,0,0,0,0
384,부산 활동 혹시 추천해줘,0,0,0,0,0,0,1
888,어 부산 예쁜 곳 어디야?,0,0,1,0,0,0,0
3764,부산 디저트 많은 곳 저기 추천해주세요,0,0,0,0,0,1,0
1085,저기 부산은 가까운 곳 좋아?,0,0,1,0,0,0,0
2833,부산 감성적인 곳 추천해 주실 어 수 있나요?,0,0,1,0,0,0,0
531,부산 추위 알려줄 수 있나요?,0,1,0,0,0,0,0
1853,부산 예쁜 곳 추천해 주실 있잖아 수 있나요?,0,0,1,0,0,0,0
1935,부산 음 감성적인 곳 부탁드려요,0,0,1,0,0,0,0
3436,부산 디저트 많은 곳 저기 알려주세요,0,0,0,0,0,1,0
3662,부산 가까운 카페 흠 알려줄 수 있나요?,0,0,0,0,0,1,0
1932,부산 부모님과 가기 좋은 곳 있잖아 알려줘,0,0,1,0,0,0,0
1671,부산 있잖아 주차하기 편한 곳 알려주세요,0,0,1,0,0,0,0
2109,흠 부산 뷰가 좋은 숙소 알려줘,0,0,0,1,0,0,0
3434,부산 커피 전문점 저기 알려주세요,0,0,0,0,0,1,0
1148,부산 있잖아 전망 좋은 카페 추천해줘,0,0,0,0,0,1,0
786,부산 디저트 맛있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1585,부산 부모님과 가기 좋은 곳 있잖아 추천해줘,0,0,1,0,0,0,0
3611,있잖아 부산 음료 맛있는 카페,0,0,0,0,0,1,0
3574,부산 저기 전망 좋은 카페 추천해줘,0,0,0,0,0,1,0
3316,부산 신기한 체험 있잖아 부탁할게,0,0,0,0,0,0,1
3054,부산은 어 친구랑 놀기 좋은 곳 좋아?,1,0,0,0,0,0,0
952,부산 아 유명한 숙소 알려줘,0,0,0,1,0,0,0
2160,부산 친절한 숙소 아 부탁해,0,0,0,1,0,0,0
2401,부산 유명한 숙소 혹시 추천해주세요,0,0,0,1,0,0,0
3640,부산 커피 전문점 음 알려주세요,0,0,0,0,0,1,0
1574,부산 음 데이트하기 좋은 곳 추천해줘,0,0,1,0,0,0,0
1955,있잖아 부산 감성적인 곳 부탁할게,0,0,1,0,0,0,0
2689,혹시 부산 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3279,흠 부산 유명한 거 부탁해,0,0,0,0,0,0,1
3045,음 부산은 가까운 곳 좋아?,0,0,1,0,0,0,0
3030,부산은 근데 부모님과 가기 좋은 곳 좋아?,0,0,1,0,0,0,0
1331,아 부산 추위 부탁드려요,0,1,0,0,0,0,0
1842,부산 어 감성적인 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2208,근데 부산 깨끗한 숙소 추천해주세요,0,0,0,1,0,0,0
2887,부산 맛있는 곳 알려줄 수 혹시 있나요?,0,0,1,0,0,0,0
754,부산 가족과 할만한 것 부탁할게,0,0,0,0,0,0,1
2774,저기 부산 부모님과 가기 좋은 곳 부탁해,0,0,1,0,0,0,0
1378,부산 저기 분위기 있는 곳,0,0,1,0,0,0,0
3515,아 부산 디저트 맛있는 곳 부탁해,0,0,1,0,0,0,0
2100,부산 유명한 숙소 알려줄 수 아 있나요?,0,0,0,1,0,0,0
286,부산 맛집 혹시 알려줘,0,0,1,0,0,0,0
2952,부산 혹시 부모님과 가기 좋은 곳 추천해줘,0,0,1,0,0,0,0
3216,부산 신기한 체험 알려줄 있잖아 수 있나요?,0,0,0,0,0,0,1
1079,부산 친절한 곳 있잖아 어디야?,0,0,1,0,0,0,0
1511,부산 있잖아 웨이팅 없는 곳 부탁해,0,0,1,0,0,0,0
2939,부산 근데 맛있는 곳 부탁할게,0,0,1,0,0,0,0
135,아 부산 날씨 부탁드려요,0,1,0,0,0,0,0
2409,부산 깨끗한 숙소 추천해 주실 수 아 있나요?,0,0,0,1,0,0,0
2191,어 부산 주차공간이 넓은 숙소 추천해줘,0,0,0,1,0,0,0
211,부산 놀만한곳 근데 알려주세요,1,0,0,0,0,0,0
3219,부산 유명한 거 알려줄 있잖아 수 있나요?,0,0,0,0,0,0,1
274,부산 맛집 추천해 주실 수 혹시 있나요?,0,0,1,0,0,0,0
88,어 안녕,0,0,0,0,1,0,0
2956,근데 부산 맛있는 곳 추천해주세요,0,0,1,0,0,0,0
298,부산 맛집 어 추천해주세요,0,0,1,0,0,0,0
567,부산 조용한 곳 알려주세요,0,0,1,0,0,0,0
3121,부산은 조용한 곳 있잖아 좋아?,0,0,1,0,0,0,0
315,흠 부산 맛집 부탁드려요,0,0,1,0,0,0,0
2151,저기 부산 뷰가 좋은 숙소 부탁해,0,0,0,1,0,0,0
3244,부산 신기한 체험 흠 알려줘,0,0,0,0,0,0,1
2020,부산 아 주차하기 편한 곳 추천해주세요,0,0,1,0,0,0,0
3198,음 부산 친구랑 할만한 것 알려줄 수 있나요?,0,0,0,0,0,0,1
3127,아 부산은 예쁜 곳 좋아?,0,0,1,0,0,0,0
528,부산 밖에 알려줄 수 있나요?,0,1,0,0,0,0,0
3505,부산 있잖아 가까운 카페 부탁드려요,0,0,0,0,0,1,0
308,음 부산 맛집 알려줄 수 있나요?,0,0,1,0,0,0,0
1505,음 부산 부모님과 가기 좋은 곳 부탁해,0,0,1,0,0,0,0
1374,흠 부산 주차하기 편한 곳,0,0,1,0,0,0,0
1134,부산 친구랑 할만한 것 근데 추천해줘,0,0,0,0,0,0,1
1203,부산 추위 혹시 알려주세요,0,1,0,0,0,0,0
1318,어 부산 더위 알려줘,0,1,0,0,0,0,0
2332,근데 부산 주위가 조용한 숙소 부탁해,0,0,0,1,0,0,0
833,부산 아 밖에 어때?,0,1,0,0,0,0,0
2110,부산 있잖아 깨끗한 숙소 알려줘,0,0,0,1,0,0,0
1682,부산 데이트하기 좋은 곳 어 알려주세요,0,0,1,0,0,0,0
2287,부산 유명한 숙소 혹시 알려줄 수 있나요?,0,0,0,1,0,0,0
2380,부산 어 유명한 숙소 추천해줘,0,0,0,1,0,0,0
3304,있잖아 부산 친구랑 할만한 것 부탁할게,0,0,0,0,0,0,1
2004,아 부산 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
2847,어 부산 데이트하기 좋은 곳,0,0,1,0,0,0,0
2946,부산 혹시 가까운 곳 추천해줘,0,0,1,0,0,0,0
1166,근데 부산 메뉴가 다양한 카페 알려줘,0,0,0,0,0,1,0
629,부산 뷰가 좋은 숙소,0,0,0,1,0,0,0
2684,부산 조용한 곳 아 알려주세요,0,0,1,0,0,0,0
3423,어 부산 분위기 있는 카페 알려주세요,0,0,0,0,0,1,0
3400,부산 재미있는 거 추천해 주실 수 음 있나요?,0,0,0,0,0,0,1
2957,근데 부산 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
2140,부산 유명한 숙소 저기 부탁드려요,0,0,0,1,0,0,0
1861,아 부산 가까운 곳,0,0,1,0,0,0,0
1222,부산 더위 알려줄 수 흠 있나요?,0,1,0,0,0,0,0
3549,부산 저기 음료 맛있는 카페 부탁할게,0,0,0,0,0,1,0
2743,부산 웨이팅 없는 곳 혹시 알려줘,0,0,1,0,0,0,0
2443,음 부산 부모님과 가기 좋은 곳 알려주세요,0,0,1,0,0,0,0
159,부산 관광지 흠 부탁드려요,1,0,0,0,0,0,0
3448,아 부산 가까운 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
2766,저기 부산 분위기 있는 곳 부탁해,0,0,1,0,0,0,0
3526,부산 음 전망 좋은 카페 부탁해,0,0,0,0,0,1,0
371,부산 흠 활동 알려줘,0,0,0,0,0,0,1
2131,부산 흠 깨끗한 숙소 부탁드려요,0,0,0,1,0,0,0
3654,부산 근데 전망 좋은 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
3703,부산 아 분위기 있는 카페 부탁드려요,0,0,0,0,0,1,0
2337,부산 어 친절한 숙소 부탁해,0,0,0,1,0,0,0
1553,부산 주차하기 편한 곳 어 부탁할게,0,0,1,0,0,0,0
239,부산 놀만한곳 추천해 주실 근데 수 있나요?,1,0,0,0,0,0,0
1429,부산 음 주차하기 편한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1978,부산 웨이팅 없는 곳 혹시 부탁할게,0,0,1,0,0,0,0
2202,부산 친절한 숙소 혹시 추천해줘,0,0,0,1,0,0,0
618,부산 감성적인 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2381,부산 어 주위가 조용한 숙소 추천해줘,0,0,0,1,0,0,0
1090,저기 부산은 부모님과 가기 좋은 곳 좋아?,0,0,1,0,0,0,0
295,부산 어 맛집 추천해줘,0,0,1,0,0,0,0
430,부산 더위 어때?,0,1,0,0,0,0,0
279,부산 맛집 아 알려주세요,0,0,1,0,0,0,0
3536,부산 메뉴가 다양한 카페 흠 부탁해,0,0,0,0,0,1,0
27,부산 관광지 추천해주세요,1,0,0,0,0,0,0
3025,부산은 근데 가까운 곳 좋아?,0,0,1,0,0,0,0
2471,흠 부산 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1656,흠 부산 감성적인 곳 알려주세요,0,0,1,0,0,0,0
722,부산 가족과 할만한 것 알려줄 수 있나요?,0,0,0,0,0,0,1
969,혹시 부산 분위기 있는 숙소 추천 좀,0,0,0,1,0,0,0
2515,부산 있잖아 맛있는 곳 알려줘,0,0,1,0,0,0,0
3413,부산 음 음료 맛있는 카페,0,0,0,0,0,1,0
2866,음 부산 맛있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
950,부산 아 깨끗한 숙소 알려줘,0,0,0,1,0,0,0
1211,부산 아 추위 알려줄 수 있나요?,0,1,0,0,0,0,0
1428,부산 음 예쁜 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
426,부산 액티비티 추천해 주실 음 수 있나요?,0,0,0,0,0,0,1
3765,부산 음료 맛있는 카페 저기 추천해주세요,0,0,0,0,0,1,0
175,부산 관광지 추천해 어 주실 수 있나요?,1,0,0,0,0,0,0
1923,부산 조용한 곳 알려줄 수 혹시 있나요?,0,0,1,0,0,0,0
3476,있잖아 부산 디저트 많은 곳 알려줘,0,0,0,0,0,1,0
593,부산 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
404,음 부산 액티비티 알려줘,0,0,0,0,0,0,1
491,부산은 예쁜 곳 좋아?,0,0,1,0,0,0,0
3197,음 부산 유명한 거 알려줄 수 있나요?,0,0,0,0,0,0,1
824,부산 가까운 카페 추천해주세요,0,0,0,0,0,1,0
847,부산 음 더위 알려줘,0,1,0,0,0,0,0
2775,저기 부산 조용한 곳 부탁해,0,0,1,0,0,0,0
3553,부산 저기 가까운 카페 부탁할게,0,0,0,0,0,1,0
1711,근데 부산 가까운 곳 알려줘,0,0,1,0,0,0,0
3174,혹시 부산 친구랑 할만한 것 알려주세요,0,0,0,0,0,0,1
1788,부산 혹시 분위기 있는 곳 부탁할게,0,0,1,0,0,0,0
2291,부산 유명한 숙소 알려줄 수 흠 있나요?,0,0,0,1,0,0,0
1370,흠 부산 친구랑 놀기 좋은 곳,1,0,0,0,0,0,0
2706,부산 예쁜 곳 아 알려줄 수 있나요?,0,0,1,0,0,0,0
2145,저기 부산 깨끗한 숙소 부탁해,0,0,0,1,0,0,0
409,부산 액티비티 음 부탁드려요,0,0,0,0,0,0,1
2060,부산 저기 분위기 있는 숙소,0,0,0,1,0,0,0
2481,부산 근데 예쁜 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2745,부산 주차하기 편한 곳 혹시 알려줘,0,0,1,0,0,0,0
2452,부산 어 데이트하기 좋은 곳 알려주세요,0,0,1,0,0,0,0
1841,아 부산 조용한 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
951,부산 아 친절한 숙소 알려줘,0,0,0,1,0,0,0
1304,부산 밖에 저기 알려줄 수 있나요?,0,1,0,0,0,0,0
1209,부산 아 온도 알려줄 수 있나요?,0,1,0,0,0,0,0
2391,저기 부산 뷰가 좋은 숙소 추천해주세요,0,0,0,1,0,0,0
974,부산 혹시 주위가 조용한 숙소 추천 좀,0,0,0,1,0,0,0
474,부산 친절한 숙소 추천 좀,0,0,0,1,0,0,0
215,부산 놀만한곳 알려줄 아 수 있나요?,1,0,0,0,0,0,0
3626,아 부산 디저트 많은 곳 알려주세요,0,0,0,0,0,1,0
500,부산 재미있는 거 추천해줘,0,0,0,0,0,0,1
1583,부산 주차하기 편한 곳 있잖아 추천해줘,0,0,1,0,0,0,0
2285,부산 깨끗한 숙소 혹시 알려줄 수 있나요?,0,0,0,1,0,0,0
1634,부산 예쁜 곳 추천해 주실 수 있잖아 있나요?,0,0,1,0,0,0,0
2036,부산 저기 예쁜 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
538,부산 더위 부탁해,0,1,0,0,0,0,0
3535,부산 분위기 있는 카페 흠 부탁해,0,0,0,0,0,1,0
1130,부산 신기한 체험 근데 추천해줘,0,0,0,0,0,0,1
2063,혹시 부산 친절한 숙소 알려주세요,0,0,0,1,0,0,0
3639,부산 아 가까운 카페 알려주세요,0,0,0,0,0,1,0
496,부산 체험할 것 추천해줘,0,0,0,0,0,0,1
311,부산 맛집 알려줄 아 수 있나요?,0,0,1,0,0,0,0
131,부산 날씨 알려줄 수 있잖아 있나요?,0,1,0,0,0,0,0
251,아 부산 맛집 알려줘,0,0,1,0,0,0,0
2875,부산 흠 맛있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1314,부산 더위 알려줄 수 있잖아 있나요?,0,1,0,0,0,0,0
2721,부산 감성적인 곳 알려줄 수 어 있나요?,0,0,1,0,0,0,0
2184,부산 주차공간이 넓은 숙소 음 부탁할게,0,0,0,1,0,0,0
647,부산 주위가 조용한 숙소 부탁드려요,0,0,0,1,0,0,0
594,부산 데이트하기 좋은 곳 부탁해,0,0,1,0,0,0,0
3567,저기 부산 분위기 있는 카페 추천해줘,0,0,0,0,0,1,0
810,부산 디저트 맛있는 곳 부탁할게,0,0,1,0,0,0,0
3028,부산은 근데 주차하기 편한 곳 좋아?,0,0,1,0,0,0,0
2621,부산 근데 웨이팅 없는 곳 추천해주세요,0,0,1,0,0,0,0
278,부산 있잖아 맛집 알려주세요,0,0,1,0,0,0,0
2407,부산 친절한 숙소 추천해 아 주실 수 있나요?,0,0,0,1,0,0,0
29,부산 놀만한곳,1,0,0,0,0,0,0
2943,부산 혹시 맛있는 곳 추천해줘,0,0,1,0,0,0,0
1731,부산 혹시 가까운 곳 부탁드려요,0,0,1,0,0,0,0
2398,부산 음 뷰가 좋은 숙소 추천해주세요,0,0,0,1,0,0,0
2659,부산 근데 맛있는 곳,0,0,1,0,0,0,0
2286,부산 친절한 숙소 혹시 알려줄 수 있나요?,0,0,0,1,0,0,0
2075,부산 아 뷰가 좋은 숙소 알려주세요,0,0,0,1,0,0,0
1877,부산 흠 조용한 곳,0,0,1,0,0,0,0
147,저기 부산 관광지 알려주세요,1,0,0,0,0,0,0
659,부산 친절한 숙소 부탁할게,0,0,0,1,0,0,0
2776,부산 있잖아 맛있는 곳 부탁해,0,0,1,0,0,0,0
1974,부산 분위기 있는 곳 혹시 부탁할게,0,0,1,0,0,0,0
2672,부산 있잖아 맛있는 곳 알려주세요,0,0,1,0,0,0,0
570,부산 친구랑 놀기 좋은 곳 알려줄 수 있나요?,1,0,0,0,0,0,0
3732,부산 아 디저트 많은 곳 추천해줘,0,0,0,0,0,1,0
46,부산 활동,0,0,0,0,0,0,1
649,부산 분위기 있는 숙소 부탁드려요,0,0,0,1,0,0,0
1886,근데 부산 부모님과 가기 좋은 곳 알려주세요,0,0,1,0,0,0,0
868,부산 있잖아 예쁜 곳 알려줘,0,0,1,0,0,0,0
2526,부산 부모님과 가기 좋은 곳 저기 알려줘,0,0,1,0,0,0,0
890,어 부산 데이트하기 좋은 곳 어디야?,0,0,1,0,0,0,0
1320,부산 어 밖에 알려줘,0,1,0,0,0,0,0
3408,혹시 부산 메뉴가 다양한 카페,0,0,0,0,0,1,0
2942,아 부산 친절한 곳 추천해줘,0,0,1,0,0,0,0
827,부산 전망 좋은 카페 추천해 주실 수 있나요?,0,0,0,0,0,1,0
2719,부산 맛있는 곳 알려줄 수 어 있나요?,0,0,1,0,0,0,0
2893,부산 혹시 웨이팅 없는 곳 알려줘,0,0,1,0,0,0,0
1662,흠 부산 데이트하기 좋은 곳 알려주세요,0,0,1,0,0,0,0
2023,부산 아 조용한 곳 추천해주세요,0,0,1,0,0,0,0
33,부산 놀만한곳 부탁드려요,1,0,0,0,0,0,0
1843,부산 어 가까운 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
1416,부산 부모님과 가기 좋은 곳 있잖아 알려주세요,0,0,1,0,0,0,0
2926,있잖아 부산 맛있는 곳 부탁해,0,0,1,0,0,0,0
2503,부산 조용한 곳 알려줄 수 아 있나요?,0,0,1,0,0,0,0
1057,근데 부산 친절한 곳 어디야?,0,0,1,0,0,0,0
597,부산 분위기 있는 곳 부탁할게,0,0,1,0,0,0,0
860,어 부산 데이트하기 좋은 곳 알려줘,0,0,1,0,0,0,0
9,반가워,0,0,0,0,1,0,0
2138,부산 깨끗한 숙소 저기 부탁드려요,0,0,0,1,0,0,0
1984,부산 어 분위기 있는 곳 추천해줘,0,0,1,0,0,0,0
789,부산 전망 좋은 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
2310,혹시 부산 유명한 숙소 부탁드려요,0,0,0,1,0,0,0
2531,있잖아 부산 가까운 곳 부탁드려요,0,0,1,0,0,0,0
2196,부산 있잖아 유명한 숙소 추천해줘,0,0,0,1,0,0,0
3329,혹시 부산 가족과 할만한 것 추천해줘,0,0,0,0,0,0,1
1243,부산 음 추위 부탁드려요,0,1,0,0,0,0,0
3446,아 부산 전망 좋은 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
78,부산 놀만한곳 아 추천해줘,1,0,0,0,0,0,0
3167,부산 흠 가족과 할만한 것,0,0,0,0,0,0,1
2572,부산 데이트하기 좋은 곳 근데 부탁해,0,0,1,0,0,0,0
2406,부산 깨끗한 숙소 추천해 아 주실 수 있나요?,0,0,0,1,0,0,0
2083,있잖아 부산 깨끗한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
2660,부산 근데 친절한 곳,0,0,1,0,0,0,0
234,부산 놀만한곳 혹시 추천해주세요,1,0,0,0,0,0,0
2635,부산 데이트하기 좋은 곳 흠 추천해주세요,0,0,1,0,0,0,0
2371,음 부산 깨끗한 숙소 추천해줘,0,0,0,1,0,0,0
2,부산 관광지 알려줘,1,0,0,0,0,0,0
3576,부산 저기 메뉴가 다양한 카페 추천해줘,0,0,0,0,0,1,0
3723,혹시 부산 디저트 맛있는 곳 부탁할게,0,0,1,0,0,0,0
1755,있잖아 부산 데이트하기 좋은 곳 부탁해,0,0,1,0,0,0,0
1476,아 부산 조용한 곳 부탁드려요,0,0,1,0,0,0,0
1048,부산 조용한 곳 저기 추천해줘,0,0,1,0,0,0,0
1240,부산 음 밖에 부탁드려요,0,1,0,0,0,0,0
1418,저기 부산 분위기 있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
938,부산 예쁜 곳 아 추천해줘,0,0,1,0,0,0,0
395,부산 음 액티비티,0,0,0,0,0,0,1
862,어 부산 조용한 곳 알려줘,0,0,1,0,0,0,0
3472,부산 분위기 있는 카페 알려줄 수 아 있나요?,0,0,0,0,0,1,0
2551,부산 친절한 곳 어 부탁드려요,0,0,1,0,0,0,0
3106,부산은 아 웨이팅 없는 곳 좋아?,0,0,1,0,0,0,0
2431,부산 아 친절한 곳,0,0,1,0,0,0,0
310,부산 맛집 근데 알려줄 수 있나요?,0,0,1,0,0,0,0
1618,흠 부산 예쁜 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2818,부산 조용한 곳 어 추천해주세요,0,0,1,0,0,0,0
1940,부산 음 주차하기 편한 곳 부탁드려요,0,0,1,0,0,0,0
2568,부산 가까운 곳 근데 부탁해,0,0,1,0,0,0,0
2703,부산 감성적인 곳 아 알려줄 수 있나요?,0,0,1,0,0,0,0
1779,근데 부산 감성적인 곳 부탁할게,0,0,1,0,0,0,0
2954,부산 맛있는 곳 아 추천해줘,0,0,1,0,0,0,0
1229,부산 근데 온도 알려줘,0,1,0,0,0,0,0
759,부산 재미있는 거 추천해주세요,0,0,0,0,0,0,1
1811,아 부산 가까운 곳 추천해줘,0,0,1,0,0,0,0
3358,부산 아 재미있는 거 추천해주세요,0,0,0,0,0,0,1
1367,부산 추위 아 추천해주세요,0,1,0,0,0,0,0
2237,부산 유명한 숙소 추천해 주실 음 수 있나요?,0,0,0,1,0,0,0
1733,부산 혹시 예쁜 곳 부탁드려요,0,0,1,0,0,0,0
663,부산 분위기 있는 숙소 부탁할게,0,0,0,1,0,0,0
3271,부산 유명한 거 혹시 부탁드려요,0,0,0,0,0,0,1
3664,부산 디저트 맛있는 곳 알려줄 아 수 있나요?,0,0,1,0,0,0,0
2363,부산 근데 뷰가 좋은 숙소 부탁할게,0,0,0,1,0,0,0
742,부산 일일 체험 부탁해,0,0,0,0,0,0,1
2800,혹시 부산 예쁜 곳 추천해주세요,0,0,1,0,0,0,0
3528,부산 음 메뉴가 다양한 카페 부탁해,0,0,0,0,0,1,0
3135,부산은 있잖아 가까운 곳 좋아?,0,0,1,0,0,0,0
1512,부산 있잖아 예쁜 곳 부탁해,0,0,1,0,0,0,0
3308,부산 음 신기한 체험 부탁할게,0,0,0,0,0,0,1
26,부산 관광지 추천해줘,1,0,0,0,0,0,0
3246,부산 재미있는 거 흠 알려줘,0,0,0,0,0,0,1
1014,부산 맛있는 곳 음 알려줘,0,0,1,0,0,0,0
2304,부산 흠 주위가 조용한 숙소 알려줘,0,0,0,1,0,0,0
3384,부산 재미있는 거 음 추천해 주실 수 있나요?,0,0,0,0,0,0,1
966,혹시 부산 유명한 숙소 추천 좀,0,0,0,1,0,0,0
1600,부산 흠 웨이팅 없는 곳 추천해주세요,0,0,1,0,0,0,0
1972,부산 근데 부모님과 가기 좋은 곳 부탁할게,0,0,1,0,0,0,0
682,부산 뷰가 좋은 숙소 추천해 주실 수 있나요?,0,0,0,1,0,0,0
3235,부산 흠 놀만한 것 알려줘,0,0,0,0,0,0,1
863,부산 있잖아 분위기 있는 곳 알려줘,0,0,1,0,0,0,0
2546,부산 아 데이트하기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
2089,부산 근데 뷰가 좋은 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
991,부산 뷰가 좋은 숙소 추천 음 좀,0,0,0,1,0,0,0
914,어 부산 감성적인 곳 추천해줘,0,0,1,0,0,0,0
2771,저기 부산 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
3158,저기 부산 친구랑 할만한 것,0,0,0,0,0,0,1
2147,저기 부산 유명한 숙소 부탁해,0,0,0,1,0,0,0
185,부산 관광지 혹시 알려줄 수 있나요?,1,0,0,0,0,0,0
1764,부산 저기 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
922,어 부산 조용한 곳 추천해줘,0,0,1,0,0,0,0
74,부산 흠 관광지 어디야?,1,0,0,0,0,0,0
2798,혹시 부산 가까운 곳 추천해주세요,0,0,1,0,0,0,0
3531,부산 디저트 맛있는 곳 흠 부탁해,0,0,1,0,0,0,0
3458,부산 디저트 많은 곳 음 알려줄 수 있나요?,0,0,0,0,0,1,0
2484,부산 맛있는 곳 혹시 알려줄 수 있나요?,0,0,1,0,0,0,0
740,부산 놀만한 것 부탁해,0,0,0,0,0,0,1
2935,부산 혹시 데이트하기 좋은 곳 부탁해,0,0,1,0,0,0,0
3512,부산 메뉴가 다양한 카페 근데 부탁드려요,0,0,0,0,0,1,0
1743,부산 예쁜 곳 어 부탁드려요,0,0,1,0,0,0,0
2564,부산 저기 친절한 곳 부탁해,0,0,1,0,0,0,0
819,부산 디저트 많은 곳 추천해주세요,0,0,0,0,0,1,0
2983,흠 부산은 감성적인 곳 좋아?,0,0,1,0,0,0,0
1116,저기 부산 재미있는 거 추천해줘,0,0,0,0,0,0,1
1709,근데 부산 감성적인 곳 알려줘,0,0,1,0,0,0,0
156,부산 관광지 아 알려줘,1,0,0,0,0,0,0
2467,흠 부산 맛있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
831,음 부산 더위 어때?,0,1,0,0,0,0,0
1358,부산 더위 아 부탁할게,0,1,0,0,0,0,0
3165,부산 흠 유명한 거,0,0,0,0,0,0,1
502,부산 친구랑 할만한 것 추천해줘,0,0,0,0,0,0,1
3278,흠 부산 재미있는 거 부탁해,0,0,0,0,0,0,1
2364,부산 깨끗한 숙소 있잖아 부탁할게,0,0,0,1,0,0,0
2598,부산 가까운 곳 음 추천해줘,0,0,1,0,0,0,0
3156,저기 부산 재미있는 거,0,0,0,0,0,0,1
3220,부산 체험할 것 알려줄 수 있잖아 있나요?,0,0,0,0,0,0,1
2397,부산 음 분위기 있는 숙소 추천해주세요,0,0,0,1,0,0,0
2044,부산 조용한 곳 추천해 혹시 주실 수 있나요?,0,0,1,0,0,0,0
1980,부산 주차하기 편한 곳 혹시 부탁할게,0,0,1,0,0,0,0
2989,흠 부산은 데이트하기 좋은 곳 좋아?,0,0,1,0,0,0,0
1056,근데 부산 데이트하기 좋은 곳 어디야?,0,0,1,0,0,0,0
1346,부산 더위 혹시 부탁해,0,1,0,0,0,0,0
3191,부산 가족과 할만한 것 저기 알려주세요,0,0,0,0,0,0,1
2366,부산 유명한 숙소 있잖아 부탁할게,0,0,0,1,0,0,0
2591,어 부산 맛있는 곳 추천해줘,0,0,1,0,0,0,0
355,부산은 아 어디가 좋아?,1,0,0,0,0,0,0
3300,있잖아 부산 신기한 체험 부탁할게,0,0,0,0,0,0,1
2541,부산 아 감성적인 곳 부탁드려요,0,0,1,0,0,0,0
3053,부산은 어 감성적인 곳 좋아?,0,0,1,0,0,0,0
723,부산 체험할 것 알려줘,0,0,0,0,0,0,1
2228,부산 뷰가 좋은 숙소 있잖아 추천해주세요,0,0,0,1,0,0,0
1976,부산 친구랑 놀기 좋은 곳 혹시 부탁할게,1,0,0,0,0,0,0
244,부산 어 맛집 알려주세요,0,0,1,0,0,0,0
3480,있잖아 부산 메뉴가 다양한 카페 알려줘,0,0,0,0,0,1,0
1298,아 부산 더위 알려줄 수 있나요?,0,1,0,0,0,0,0
3420,어 부산 디저트 많은 곳 알려주세요,0,0,0,0,0,1,0
392,부산 활동 추천해 주실 근데 수 있나요?,0,0,0,0,0,0,1
1746,부산 부모님과 가기 좋은 곳 어 부탁드려요,0,0,1,0,0,0,0
3293,부산 일일 체험 혹시 부탁해,0,0,0,0,0,0,1
85,근데 부산 맛집 어디야?,0,0,1,0,0,0,0
746,부산 가족과 할만한 것 부탁해,0,0,0,0,0,0,1
1180,부산 전망 좋은 카페 있잖아 알려줘,0,0,0,0,0,1,0
2767,저기 부산 감성적인 곳 부탁해,0,0,1,0,0,0,0
1315,부산 추위 알려줄 수 있잖아 있나요?,0,1,0,0,0,0,0
